Område,År,Uke,Nedbørsenergi,Nyttbart tilsig HBV (brukes før 2015 og til min/maks/gj.snitt),"Nyttbart tilsig (produksjonsdata og magasinstatistikk, brukes f.o.m. 2015)",Hydrologisk balanse,Magasinavvik,Mark-og grunnvann,Snø,"Avvik snø, mark og grunnvann"
NO2,1998,51,1903,608,,768,489,3383,5042,280
NO2,1998,52,1335,367,,649,29,3224,6194,621
NO2,1998,53,1640,385,,1716,483,3117,7606,1233
NO2,1999,1,1619,486,,1712,87,3046,8846,1625
NO2,1999,2,1099,162,,1755,-108,2965,9905,1863
NO2,1999,3,2425,608,,3158,275,3232,11527,2883
NO2,1999,4,588,367,,2503,295,3044,11949,2208
NO2,1999,5,2068,637,,3569,750,3296,13159,2818
NO2,1999,6,41,211,,2566,735,3099,13190,1832
NO2,1999,7,1980,301,,3745,939,3054,14979,2807
NO2,1999,8,1123,176,,4073,940,2979,16051,3133
NO2,1999,9,1842,228,,5256,1094,2949,17767,4162
NO2,1999,10,450,103,,4906,975,2908,18184,3931
NO2,1999,11,990,154,,5343,968,2940,19025,4375
NO2,1999,12,1264,192,,6053,913,2969,20116,5139
NO2,1999,13,432,595,,5998,1259,3470,19449,4739
NO2,1999,14,986,1173,,6855,2402,4381,18308,4454
NO2,1999,15,636,968,,7077,2862,3728,18582,4215
NO2,1999,16,160,462,,6862,2640,3776,18214,4222
NO2,1999,17,78,1138,,6898,3219,4035,16823,3679
NO2,1999,18,-15,736,,6765,3026,4184,15877,3738
NO2,1999,19,425,640,,6603,2007,3885,15924,4596
NO2,1999,20,223,1760,,6439,2113,4874,13308,4327
NO2,1999,21,860,2136,,7002,2517,5146,11658,4485
NO2,1999,22,401,2545,,6942,3163,5277,9241,3779
NO2,1999,23,1629,3339,,7792,4327,5535,7130,3465
NO2,1999,24,379,2543,,7736,5161,5247,5101,2575
NO2,1999,25,591,2236,,7544,5509,4809,3777,2035
NO2,1999,26,1084,2304,,8136,6433,4735,2540,1703
NO2,1999,27,-169,1585,,7209,6560,4064,1372,649
NO2,1999,28,-188,1168,,6373,6495,3370,661,-122
NO2,1999,29,1130,1171,,7355,7083,3632,357,271
NO2,1999,30,-294,696,,6481,6931,2808,185,-450
NO2,1999,31,-274,418,,5571,6499,2246,89,-928
NO2,1999,32,577,371,,5310,5871,2527,60,-561
NO2,1999,33,675,668,,5017,5477,2578,44,-461
NO2,1999,34,544,452,,4641,4960,2722,34,-319
NO2,1999,35,-72,365,,3812,4545,2331,25,-733
NO2,1999,36,411,358,,3362,4014,2445,20,-652
NO2,1999,37,731,382,,3270,3601,2850,17,-331
NO2,1999,38,1497,872,,4323,4137,3526,15,186
NO2,1999,39,1408,937,,4972,4457,3919,102,515
NO2,1999,40,862,1037,,4526,4315,3688,142,211
NO2,1999,41,1622,1008,,5127,4479,3753,708,648
NO2,1999,42,176,402,,4282,4098,3433,794,184
NO2,1999,43,1042,675,,4109,3753,3960,640,356
NO2,1999,44,1841,1594,,4840,4499,4334,484,341
NO2,1999,45,157,695,,3671,4246,3939,316,-575
NO2,1999,46,170,425,,2548,3739,3536,452,-1190
NO2,1999,47,1754,809,,3366,4007,4092,862,-641
NO2,1999,48,3223,1793,,4962,4744,3997,2361,218
NO2,1999,49,2406,873,,6030,4866,3752,4170,1165
NO2,1999,50,1218,360,,5894,4530,3477,5337,1364
NO2,1999,51,2133,506,,6587,4254,3599,6879,2333
NO2,1999,52,631,435,,5679,3776,3321,7379,1902
NO2,2000,1,3055,593,,7097,4103,3496,9765,2994
NO2,2000,2,965,485,,6911,4135,3305,10478,2775
NO2,2000,3,462,303,,6055,3982,3293,10656,2073
NO2,2000,4,1231,214,,6072,3853,3273,11731,2219
NO2,2000,5,2858,433,,7936,4046,3536,13991,3891
NO2,2000,6,2077,715,,9041,4570,3473,15456,4471
NO2,2000,7,761,284,,8726,4510,3262,16180,4216
NO2,2000,8,1242,185,,8892,4245,3203,17341,4646
NO2,2000,9,2195,479,,10089,4314,3204,19125,5776
NO2,2000,10,2492,326,,11711,4278,3172,21422,7433
NO2,2000,11,766,218,,11614,4016,3233,21954,7597
NO2,2000,12,386,252,,11108,3718,3227,22108,7389
NO2,2000,13,128,151,,10299,3164,3307,22008,7136
NO2,2000,14,1191,281,,10775,2750,3366,22895,8026
NO2,2000,15,242,295,,10331,2227,3400,22799,8104
NO2,2000,16,1380,858,,11191,2244,4192,22523,8947
NO2,2000,17,492,1818,,11557,3448,4788,20500,8109
NO2,2000,18,390,3105,,11385,5321,5056,17330,6064
NO2,2000,19,-149,3010,,9955,6140,5154,13875,3816
NO2,2000,20,951,3572,,9627,7264,5131,11087,2363
NO2,2000,21,766,1966,,9324,6741,5044,9857,2583
NO2,2000,22,1444,2006,,9529,6013,4830,9424,3515
NO2,2000,23,-97,1459,,8562,5157,4815,7791,3405
NO2,2000,24,1373,2207,,9281,5364,4505,7185,3918
NO2,2000,25,983,2374,,9466,5825,5083,5109,3641
NO2,2000,26,647,2064,,9296,6184,4933,3751,3112
NO2,2000,27,87,1995,,8174,6277,4068,2616,1897
NO2,2000,28,599,1321,,8025,6254,3961,1962,1770
NO2,2000,29,-332,1037,,7121,6332,3322,1184,789
NO2,2000,30,582,1025,,7222,6613,3384,668,609
NO2,2000,31,64,694,,6714,6559,3002,416,154
NO2,2000,32,473,605,,6364,6215,2993,304,149
NO2,2000,33,1277,971,,6996,6453,3412,214,543
NO2,2000,34,571,848,,6630,6350,3186,168,280
NO2,2000,35,933,795,,6722,6292,3393,126,430
NO2,2000,36,963,754,,6735,6108,3637,107,627
NO2,2000,37,423,647,,5836,5511,3424,98,324
NO2,2000,38,200,549,,4831,5011,3088,87,-180
NO2,2000,39,1028,712,,4705,4753,3441,17,-48
NO2,2000,40,508,569,,4070,4281,3393,15,-211
NO2,2000,41,2499,1670,,5055,4627,4177,64,428
NO2,2000,42,1421,1262,,5676,5324,4379,16,352
NO2,2000,43,2147,1648,,5879,5242,4518,363,637
NO2,2000,44,4334,2221,,7762,5275,4616,2349,2488
NO2,2000,45,1356,1333,,7278,5142,4415,2551,2136
NO2,2000,46,2070,1601,,7278,5049,4218,3190,2230
NO2,2000,47,2475,1248,,8075,5012,4191,4467,3063
NO2,2000,48,1444,1077,,8044,5163,4256,4765,2881
NO2,2000,49,1321,1375,,7954,5772,4585,4353,2182
NO2,2000,50,1819,1441,,8033,6184,4287,5012,1849
NO2,2000,51,12,443,,6400,5687,3832,5027,713
NO2,2000,52,453,250,,5257,4976,3603,5476,281
NO2,2001,1,1432,305,,4620,4635,3545,6707,-15
NO2,2001,2,359,220,,3595,4193,3404,7006,-598
NO2,2001,3,13,92,,2338,3877,3318,7018,-1540
NO2,2001,4,1506,279,,2642,3821,3380,8227,-1179
NO2,2001,5,52,140,,1348,3459,3260,8266,-2111
NO2,2001,6,1059,106,,1333,3269,3215,9307,-1937
NO2,2001,7,921,243,,1270,3265,3261,9970,-1995
NO2,2001,8,436,177,,538,2936,3263,10237,-2398
NO2,2001,9,407,91,,-105,2616,3194,10639,-2721
NO2,2001,10,961,117,,12,2453,3202,11518,-2441
NO2,2001,11,623,186,,-141,2272,3201,11976,-2413
NO2,2001,12,1,54,,-830,1987,3151,11977,-2818
NO2,2001,13,282,45,,-1211,1593,3142,12234,-2804
NO2,2001,14,1635,455,,-152,1488,3308,13287,-1640
NO2,2001,15,193,205,,-378,1131,3238,13348,-1509
NO2,2001,16,218,112,,-560,508,3195,13506,-1069
NO2,2001,17,859,377,,-103,-118,3473,13722,15
NO2,2001,18,222,561,,-101,-618,3598,13242,517
NO2,2001,19,-84,1572,,-742,-597,4836,10232,-145
NO2,2001,20,552,2784,,-1388,-195,4798,7864,-1193
NO2,2001,21,-17,1386,,-1536,-387,4585,6584,-1150
NO2,2001,22,480,2028,,-1471,-253,4679,4841,-1218
NO2,2001,23,595,1560,,-1311,-598,4677,3810,-713
NO2,2001,24,-191,1121,,-1808,-1143,4402,2705,-665
NO2,2001,25,412,1791,,-1653,-751,4415,1235,-901
NO2,2001,26,108,1347,,-1336,-127,4012,351,-1209
NO2,2001,27,-412,807,,-1465,187,3044,90,-1652
NO2,2001,28,1483,1057,,140,698,3557,38,-558
NO2,2001,29,232,646,,268,786,3179,22,-517
NO2,2001,30,100,589,,175,871,2732,15,-696
NO2,2001,31,754,521,,733,969,3015,13,-236
NO2,2001,32,521,514,,757,836,3057,12,-79
NO2,2001,33,490,669,,932,1086,2918,11,-154
NO2,2001,34,397,581,,940,1220,2785,10,-280
NO2,2001,35,695,525,,1228,1306,3001,10,-78
NO2,2001,36,311,505,,779,1065,2821,10,-286
NO2,2001,37,58,317,,-95,505,2588,10,-601
NO2,2001,38,739,477,,-283,167,2896,9,-449
NO2,2001,39,-77,263,,-1309,-382,2566,13,-927
NO2,2001,40,2916,1570,,1277,957,3930,9,321
NO2,2001,41,2865,2294,,3021,2345,4481,9,677
NO2,2001,42,596,1120,,2617,2709,3942,9,-92
NO2,2001,43,1548,906,,2973,2607,4588,21,366
NO2,2001,44,2697,2109,,4258,3549,4691,495,709
NO2,2001,45,1051,979,,3912,3490,4080,1172,422
NO2,2001,46,403,596,,2985,3108,3850,1206,-122
NO2,2001,47,605,456,,2301,2686,3635,1575,-385
NO2,2001,48,1888,496,,3072,2562,3645,3005,510
NO2,2001,49,892,439,,2688,2313,3498,3633,375
NO2,2001,50,92,499,,1353,2096,3594,3113,-743
NO2,2001,51,302,227,,52,1413,3404,3380,-1360
NO2,2001,52,308,149,,-1191,653,3279,3675,-1844
NO2,2002,1,712,129,,-2589,112,3208,4359,-2701
NO2,2002,2,154,125,,-3593,-189,3272,4331,-3405
NO2,2002,3,1222,723,,-3885,-106,3663,4435,-3778
NO2,2002,4,2438,814,,-2999,31,3477,6278,-3030
NO2,2002,5,3223,550,,-583,547,3678,8827,-1131
NO2,2002,6,1989,1011,,375,1322,3687,9823,-947
NO2,2002,7,1312,479,,733,1571,3473,10915,-838
NO2,2002,8,1256,314,,1033,1562,3363,12005,-529
NO2,2002,9,709,170,,947,1557,3247,12696,-610
NO2,2002,10,2965,382,,3222,1744,3281,15357,1477
NO2,2002,11,1065,229,,3651,1709,3192,16339,1941
NO2,2002,12,585,180,,3666,1648,3176,16789,2018
NO2,2002,13,94,89,,3364,1563,3153,16828,1801
NO2,2002,14,183,463,,3319,1869,3599,16086,1451
NO2,2002,15,69,325,,3190,1875,3500,15910,1315
NO2,2002,16,28,506,,2884,1753,3778,15122,1132
NO2,2002,17,516,1160,,3541,2534,4245,13941,1007
NO2,2002,18,2200,1456,,5280,2729,4299,14575,2551
NO2,2002,19,-50,1902,,4916,3323,5049,11758,1594
NO2,2002,20,285,2097,,4821,3804,4784,10087,1017
NO2,2002,21,639,2439,,5289,4669,5314,7624,620
NO2,2002,22,864,2462,,5347,4867,5064,6155,480
NO2,2002,23,-355,2384,,4156,5037,4807,3513,-881
NO2,2002,24,953,2420,,4284,5315,4592,2149,-1031
NO2,2002,25,333,1470,,4249,5261,4172,1367,-1013
NO2,2002,26,948,1430,,4718,5270,4068,952,-552
NO2,2002,27,464,1069,,4484,4886,3774,611,-402
NO2,2002,28,2181,1895,,6127,5619,4330,330,508
NO2,2002,29,-435,887,,5146,5549,3166,148,-403
NO2,2002,30,77,610,,4706,5352,2706,91,-646
NO2,2002,31,-311,368,,3860,4956,2125,42,-1096
NO2,2002,32,-91,287,,2932,4224,1831,25,-1292
NO2,2002,33,118,271,,2209,3515,1761,17,-1305
NO2,2002,34,78,243,,1449,2826,1685,12,-1377
NO2,2002,35,619,252,,1335,2271,2142,11,-936
NO2,2002,36,1176,594,,1505,1820,2792,10,-315
NO2,2002,37,-217,403,,132,1093,2227,10,-961
NO2,2002,38,60,218,,-1058,181,2108,10,-1238
NO2,2002,39,255,208,,-2109,-793,2181,9,-1316
NO2,2002,40,375,257,,-2945,-1656,2320,9,-1290
NO2,2002,41,105,176,,-4174,-2627,2184,83,-1547
NO2,2002,42,110,93,,-5280,-3529,2108,183,-1751
NO2,2002,43,3059,535,,-3713,-4352,2641,2241,639
NO2,2002,44,860,471,,-4481,-5298,2384,2910,817
NO2,2002,45,549,295,,-5146,-5872,2378,3179,726
NO2,2002,46,756,161,,-5579,-6575,2315,3860,996
NO2,2002,47,232,108,,-6531,-7245,2243,4066,714
NO2,2002,48,417,80,,-7198,-7721,2208,4455,523
NO2,2002,49,177,53,,-8115,-8155,2176,4622,41
NO2,2002,50,23,28,,-9285,-8631,2152,4645,-653
NO2,2002,51,159,31,,-10430,-9217,2147,4785,-1214
NO2,2002,52,661,48,,-11063,-9831,2132,5434,-1232
NO2,2003,1,255,32,,-12716,-10253,2119,5686,-2463
NO2,2003,2,270,38,,-13509,-10550,2156,5893,-2958
NO2,2003,3,2778,777,,-11674,-9912,2539,7575,-1762
NO2,2003,4,1856,569,,-10720,-9377,2497,8945,-1342
NO2,2003,5,669,426,,-10951,-9005,2412,9278,-1945
NO2,2003,6,616,161,,-11127,-8835,2327,9839,-2291
NO2,2003,7,180,149,,-11628,-8604,2279,9923,-3024
NO2,2003,8,1,58,,-12413,-8662,2227,9920,-3750
NO2,2003,9,51,38,,-13013,-8623,2201,9963,-4390
NO2,2003,10,1414,114,,-12086,-8435,2217,11293,-3651
NO2,2003,11,830,424,,-11726,-8069,2351,11582,-3656
NO2,2003,12,1,113,,-12011,-7887,2306,11515,-4124
NO2,2003,13,146,156,,-12064,-7696,2476,11336,-4368
NO2,2003,14,732,279,,-11535,-7576,2448,11827,-3959
NO2,2003,15,90,132,,-11572,-7708,2375,11856,-3863
NO2,2003,16,-15,474,,-11633,-7581,3151,10565,-4052
NO2,2003,17,103,1094,,-11729,-7196,3582,9065,-4533
NO2,2003,18,930,1039,,-10836,-7009,3699,8797,-3827
NO2,2003,19,914,1056,,-10038,-7153,3953,8375,-2885
NO2,2003,20,1384,1134,,-9023,-7722,4040,8515,-1301
NO2,2003,21,1175,1754,,-7977,-7571,4872,7041,-406
NO2,2003,22,326,2201,,-7731,-6911,4865,5053,-820
NO2,2003,23,337,2680,,-7517,-5736,4889,2531,-1781
NO2,2003,24,100,1840,,-7405,-5207,4271,1304,-2198
NO2,2003,25,394,1287,,-6777,-4857,3969,663,-1920
NO2,2003,26,1356,1636,,-5634,-4388,4075,250,-1247
NO2,2003,27,420,1209,,-5551,-4285,3421,100,-1267
NO2,2003,28,86,631,,-5538,-4366,2928,52,-1172
NO2,2003,29,73,473,,-5417,-4330,2609,22,-1087
NO2,2003,30,1929,1146,,-3630,-3666,3465,14,36
NO2,2003,31,118,770,,-4038,-3628,2842,11,-410
NO2,2003,32,-310,377,,-5218,-4291,2210,10,-928
NO2,2003,33,487,395,,-5473,-4785,2386,9,-688
NO2,2003,34,688,542,,-5197,-4712,2581,9,-485
NO2,2003,35,-79,337,,-5665,-4785,2200,9,-880
NO2,2003,36,165,259,,-6274,-5317,2151,9,-957
NO2,2003,37,1594,844,,-5374,-5142,2957,9,-233
NO2,2003,38,825,593,,-5236,-5116,3227,9,-120
NO2,2003,39,2332,1624,,-3594,-4037,3926,24,444
NO2,2003,40,716,890,,-4002,-4134,3715,36,133
NO2,2003,41,1048,773,,-3972,-4182,3775,247,210
NO2,2003,42,14,463,,-5015,-4535,3325,239,-480
NO2,2003,43,91,229,,-6449,-5629,3101,322,-820
NO2,2003,44,757,310,,-6845,-6251,3200,683,-594
NO2,2003,45,933,713,,-6950,-6221,3539,563,-729
NO2,2003,46,258,331,,-7615,-6456,3368,652,-1158
NO2,2003,47,711,387,,-7714,-6471,3330,1022,-1243
NO2,2003,48,1067,475,,-7580,-6395,3381,1574,-1185
NO2,2003,49,841,526,,-7829,-6349,3381,1895,-1480
NO2,2003,50,1183,381,,-7642,-6295,3383,2719,-1347
NO2,2003,51,857,507,,-7938,-6261,3531,2937,-1677
NO2,2003,52,2080,739,,-6993,-6024,3589,4241,-968
NO2,2004,1,396,360,,-8460,-6065,3269,4603,-2395
NO2,2004,2,1140,214,,-8209,-6044,3164,5678,-2165
NO2,2004,3,1206,285,,-8024,-5952,3093,6711,-2073
NO2,2004,4,720,127,,-8332,-5976,3053,7377,-2356
NO2,2004,5,879,120,,-8305,-5898,2991,8237,-2408
NO2,2004,6,2107,686,,-6620,-4858,3479,9216,-1762
NO2,2004,7,233,291,,-7180,-4598,3225,9419,-2581
NO2,2004,8,71,131,,-7856,-4545,3107,9480,-3310
NO2,2004,9,552,109,,-7957,-4459,3038,10017,-3498
NO2,2004,10,100,87,,-8604,-4518,3019,10056,-4085
NO2,2004,11,241,56,,-8858,-4537,2983,10285,-4321
NO2,2004,12,1580,874,,-7967,-3997,3518,10459,-3969
NO2,2004,13,183,305,,-8427,-4097,3266,10584,-4331
NO2,2004,14,211,314,,-8470,-3971,3341,10395,-4500
NO2,2004,15,749,475,,-7998,-3910,3351,10655,-4088
NO2,2004,16,216,635,,-7820,-3610,4011,9548,-4210
NO2,2004,17,1015,1868,,-6877,-2305,4510,8098,-4572
NO2,2004,18,316,1684,,-6838,-1668,4542,6611,-5170
NO2,2004,19,1497,2539,,-4600,607,5425,4582,-5206
NO2,2004,20,89,2106,,-5168,827,4537,3324,-5994
NO2,2004,21,741,1212,,-4778,197,4161,3182,-4975
NO2,2004,22,-92,729,,-5383,-1128,4014,2471,-4254
NO2,2004,23,-214,1189,,-6241,-2047,3727,1280,-4194
NO2,2004,24,641,1137,,-5601,-2307,3750,729,-3294
NO2,2004,25,659,944,,-5070,-2697,3651,527,-2373
NO2,2004,26,758,936,,-4591,-3004,3668,317,-1587
NO2,2004,27,275,755,,-4541,-3247,3327,166,-1294
NO2,2004,28,183,517,,-4485,-3495,3064,99,-989
NO2,2004,29,149,404,,-4330,-3533,2857,64,-797
NO2,2004,30,420,521,,-4020,-3423,2807,39,-597
NO2,2004,31,-153,393,,-4512,-3577,2305,24,-934
NO2,2004,32,369,368,,-4560,-3817,2390,15,-743
NO2,2004,33,-367,269,,-5471,-4228,1829,11,-1243
NO2,2004,34,1359,544,,-4650,-4299,2713,10,-351
NO2,2004,35,1188,729,,-3577,-3702,3206,9,126
NO2,2004,36,1072,1115,,-3133,-3210,3186,9,78
NO2,2004,37,-50,416,,-4047,-3609,2752,9,-438
NO2,2004,38,2188,1264,,-2393,-2753,3707,9,360
NO2,2004,39,1391,1478,,-2031,-2142,3608,9,111
NO2,2004,40,692,718,,-2075,-2038,3557,24,-37
NO2,2004,41,2546,1952,,-703,-1011,4093,28,307
NO2,2004,42,124,575,,-1407,-1021,3627,31,-385
NO2,2004,43,1435,780,,-1007,-1090,3962,364,83
NO2,2004,44,788,830,,-1482,-1275,3675,594,-208
NO2,2004,45,944,610,,-1395,-1176,3755,856,-219
NO2,2004,46,1429,860,,-422,-424,4029,1151,1
NO2,2004,47,1940,1123,,346,-59,3762,2238,405
NO2,2004,48,1314,469,,762,27,3681,3194,735
NO2,2004,49,554,371,,526,209,3649,3424,317
NO2,2004,50,1151,823,,520,566,3728,3676,-46
NO2,2004,51,1977,1027,,1295,1092,3890,4458,203
NO2,2004,52,1812,518,,1785,890,3571,6121,894
NO2,2004,53,2362,410,,3287,1058,3455,8264,2229
NO2,2005,1,5479,1849,,7050,2001,4620,10697,5049
NO2,2005,2,3752,2972,,7956,2952,4166,11845,5004
NO2,2005,3,1285,1183,,7461,3230,3775,12332,4231
NO2,2005,4,54,304,,6222,3144,3548,12316,3079
NO2,2005,5,381,447,,5237,3070,3644,12159,2168
NO2,2005,6,1566,555,,5549,3160,3587,13260,2389
NO2,2005,7,464,235,,4846,2975,3409,13687,1871
NO2,2005,8,8,142,,3607,2536,3325,13644,1071
NO2,2005,9,419,169,,2844,2169,3303,13926,676
NO2,2005,10,402,275,,2054,1857,3354,14004,197
NO2,2005,11,1709,427,,2784,1685,3394,15294,1098
NO2,2005,12,51,222,,2146,1577,3441,15074,569
NO2,2005,13,-8,220,,1483,1381,3427,14854,102
NO2,2005,14,1382,718,,2052,1347,3689,15252,705
NO2,2005,15,794,545,,2482,1379,3713,15485,1103
NO2,2005,16,-21,352,,2174,1135,3587,15221,1040
NO2,2005,17,161,292,,2500,1012,3721,14947,1488
NO2,2005,18,412,759,,3114,1133,3858,14445,1980
NO2,2005,19,32,394,,2816,112,3702,14215,2704
NO2,2005,20,906,489,,3732,-741,3998,14330,4473
NO2,2005,21,1294,1444,,5561,-264,4437,13707,5825
NO2,2005,22,595,1423,,6073,-445,4602,12655,6518
NO2,2005,23,-96,1368,,5561,-946,4241,11467,6507
NO2,2005,24,1074,2044,,6661,-217,4812,9838,6878
NO2,2005,25,-117,2423,,6044,641,4358,7596,5403
NO2,2005,26,-216,1720,,5139,812,4075,5824,4327
NO2,2005,27,630,2507,,4828,1727,4269,3619,3101
NO2,2005,28,215,1914,,3747,1813,3796,2290,1934
NO2,2005,29,831,1763,,3593,2202,3791,1318,1391
NO2,2005,30,64,1174,,2814,2289,3210,757,524
NO2,2005,31,417,823,,2697,2405,3066,488,292
NO2,2005,32,-176,532,,1732,2034,2558,288,-302
NO2,2005,33,-194,340,,870,1621,2150,182,-750
NO2,2005,34,958,467,,1397,1635,2706,129,-239
NO2,2005,35,543,595,,1606,1892,2703,100,-286
NO2,2005,36,255,394,,1293,1715,2622,73,-422
NO2,2005,37,1554,991,,2181,2114,3199,67,67
NO2,2005,38,305,629,,1619,2026,2893,55,-407
NO2,2005,39,1523,773,,2540,2370,3662,14,170
NO2,2005,40,233,653,,1739,2087,3259,12,-348
NO2,2005,41,311,450,,906,1571,3138,11,-664
NO2,2005,42,666,382,,543,1136,3335,115,-593
NO2,2005,43,1613,772,,1288,1216,4199,117,72
NO2,2005,44,2386,2082,,2778,2657,4588,10,121
NO2,2005,45,3160,2433,,4615,4148,4908,389,467
NO2,2005,46,2000,1848,,4850,4622,4328,1078,228
NO2,2005,47,706,659,,4041,4183,3999,1455,-142
NO2,2005,48,335,371,,2917,3636,3663,1757,-719
NO2,2005,49,315,243,,1939,3196,3551,1949,-1257
NO2,2005,50,754,474,,1424,3082,3608,2183,-1659
NO2,2005,51,1005,284,,1135,2738,3492,3050,-1603
NO2,2005,52,104,163,,-304,2007,3335,3152,-2311
NO2,2006,1,66,89,,-2320,1478,3251,3217,-3799
NO2,2006,2,1404,372,,-1975,1499,3356,4178,-3474
NO2,2006,3,1863,230,,-1373,1276,3242,5986,-2648
NO2,2006,4,110,95,,-2602,922,3182,6078,-3524
NO2,2006,5,140,62,,-3599,687,3148,6202,-4286
NO2,2006,6,1322,213,,-3195,754,3168,7341,-3949
NO2,2006,7,643,105,,-3454,703,3139,7930,-4157
NO2,2006,8,29,68,,-4462,399,3152,7884,-4861
NO2,2006,9,569,71,,-4859,142,3107,8446,-5000
NO2,2006,10,86,33,,-5713,-166,3082,8531,-5547
NO2,2006,11,14,21,,-6445,-464,3068,8541,-5981
NO2,2006,12,64,27,,-7105,-809,3060,8589,-6296
NO2,2006,13,1016,145,,-6763,-1134,3111,9441,-5628
NO2,2006,14,842,149,,-6435,-1466,3146,10121,-4968
NO2,2006,15,665,242,,-6219,-1831,3210,10498,-4388
NO2,2006,16,522,262,,-6093,-2301,3198,10779,-3791
NO2,2006,17,347,358,,-5866,-2646,3400,10560,-3220
NO2,2006,18,342,1197,,-5207,-1931,4502,8544,-3276
NO2,2006,19,-55,2844,,-6170,-910,4486,5468,-5260
NO2,2006,20,1109,1403,,-5378,-1117,4783,4811,-4262
NO2,2006,21,1015,1735,,-5051,-1532,4465,4334,-3519
NO2,2006,22,106,1164,,-5414,-2351,4412,3264,-3063
NO2,2006,23,-352,1340,,-6303,-2991,4328,1561,-3312
NO2,2006,24,-460,1485,,-7233,-3315,3442,412,-3919
NO2,2006,25,1074,1118,,-6142,-3392,3633,168,-2750
NO2,2006,26,-230,632,,-6750,-4114,2872,64,-2636
NO2,2006,27,-283,382,,-7337,-4860,2287,23,-2476
NO2,2006,28,915,594,,-6584,-5105,2656,17,-1479
NO2,2006,29,-355,347,,-7466,-5776,2016,11,-1690
NO2,2006,30,-135,254,,-8130,-6415,1718,9,-1716
NO2,2006,31,402,339,,-8313,-6921,1862,9,-1392
NO2,2006,32,319,270,,-8870,-7720,1989,9,-1150
NO2,2006,33,363,306,,-9289,-8329,2114,9,-961
NO2,2006,34,817,437,,-9239,-8739,2566,8,-500
NO2,2006,35,2204,1493,,-7720,-7942,3303,8,222
NO2,2006,36,849,938,,-7979,-8101,3231,8,122
NO2,2006,37,-286,455,,-9475,-8815,2530,8,-660
NO2,2006,38,253,407,,-10213,-9299,2433,8,-914
NO2,2006,39,933,493,,-10057,-9488,2929,8,-569
NO2,2006,40,1748,791,,-8798,-9109,3923,8,312
NO2,2006,41,510,1004,,-9445,-9069,3429,8,-376
NO2,2006,42,894,591,,-9253,-8971,3743,18,-282
NO2,2006,43,1653,996,,-8844,-9027,3758,668,182
NO2,2006,44,1988,853,,-7493,-8611,3751,1844,1118
NO2,2006,45,2624,1868,,-6188,-7717,3993,2366,1529
NO2,2006,46,3560,1299,,-3506,-6999,4149,4523,3494
NO2,2006,47,2261,1307,,-1964,-6008,4306,5333,4044
NO2,2006,48,2271,2300,,-1158,-4581,4695,4868,3423
NO2,2006,49,3170,1865,,291,-3774,4323,6497,4064
NO2,2006,50,3970,1553,,3410,-2423,4057,9226,5833
NO2,2006,51,540,612,,2910,-2178,4026,9206,5087
NO2,2006,52,879,622,,2689,-2014,3915,9586,4703
NO2,2007,1,2164,838,,2977,-1617,3754,11107,4594
NO2,2007,2,3675,991,,5810,-814,3786,13845,6624
NO2,2007,3,2861,768,,7729,-201,3572,16234,7930
NO2,2007,4,579,252,,7140,-249,3393,16780,7388
NO2,2007,5,1174,389,,7294,-72,3509,17493,7366
NO2,2007,6,490,278,,6720,-57,3347,17888,6777
NO2,2007,7,457,133,,6207,-150,3282,18301,6357
NO2,2007,8,720,124,,5884,-436,3212,19004,6319
NO2,2007,9,585,91,,5685,-503,3186,19556,6188
NO2,2007,10,1316,324,,6244,-357,3316,20446,6601
NO2,2007,11,2022,716,,7793,269,3572,21541,7524
NO2,2007,12,658,342,,7834,327,3434,22018,7507
NO2,2007,13,-3,407,,7228,385,3529,21494,6842
NO2,2007,14,77,290,,7014,454,3519,21276,6560
NO2,2007,15,1024,578,,7826,671,3961,21290,7155
NO2,2007,16,785,897,,8129,794,3829,21275,7335
NO2,2007,17,604,1630,,8814,1987,4608,19398,6826
NO2,2007,18,-132,2118,,8133,2820,4766,16869,5313
NO2,2007,19,639,1286,,8159,2449,4316,16607,5709
NO2,2007,20,1101,1039,,9028,1919,4758,16206,7109
NO2,2007,21,580,1771,,8955,1576,4645,15053,7379
NO2,2007,22,399,1927,,9405,2079,5050,13014,7326
NO2,2007,23,-389,3052,,7841,2627,5139,9276,5215
NO2,2007,24,-229,2584,,6237,2585,4161,7265,3653
NO2,2007,25,170,1952,,5616,2644,4277,5246,2972
NO2,2007,26,413,1885,,5316,2940,4129,3819,2376
NO2,2007,27,1357,2183,,6706,4450,4536,2507,2256
NO2,2007,28,1208,2039,,7152,5155,4340,1809,1997
NO2,2007,29,808,1726,,7364,5910,3955,1216,1454
NO2,2007,30,730,1185,,7663,6421,3882,803,1242
NO2,2007,31,210,963,,7278,6631,3315,596,648
NO2,2007,32,-118,672,,6495,6517,2821,304,-22
NO2,2007,33,1774,1211,,7776,7139,3521,200,637
NO2,2007,34,83,715,,7058,7032,2974,127,26
NO2,2007,35,664,592,,6890,6788,3073,118,102
NO2,2007,36,502,708,,6184,6304,2894,102,-120
NO2,2007,37,919,693,,6047,6012,3048,185,35
NO2,2007,38,1628,1087,,6279,5848,3615,171,430
NO2,2007,39,788,1044,,5760,5808,3438,21,-48
NO2,2007,40,176,495,,4519,4999,3127,11,-480
NO2,2007,41,266,342,,3547,4290,3059,11,-743
